,date,place,suspects,background,law,crime,party_1,party_2,party_3,party_4,party_5,party_6,party_7,id
1741,03.09.2019,Glienicke,0,Nicht zuzuordnen,STGB-242,Diebstahl,FDP,,,,,,,1741
1742,03.09.2019,Niederwiesa,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,1742
1746,04.09.2019,Hohen Neuendorf,0,Nicht zuzuordnen,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,1746
1747,04.09.2019,Eberswalde,0,Links,STGB-303,Sachbeschadigung,AfD,SPD,,,,,,1747
1751,04.09.2019,Dresden,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,1751
1752,05.09.2019,Rangsdorf,0,Nicht zuzuordnen,STGB-242,Diebstahl,Sonstige,,,,,,,1752
1754,05.09.2019,Hamburg,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,AfD,,,,,,,1754
1755,05.09.2019,Oelsnitz,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,1755
1756,05.09.2019,Radebeul,0,Links,STGB-242,Diebstahl,AfD,,,,,,,1756
1757,05.09.2019,Radebeul,0,Links,STGB-242,Diebstahl,AfD,,,,,,,1757
1758,05.09.2019,Radebeul,0,Links,STGB-242,Diebstahl,AfD,,,,,,,1758
1759,06.09.2019,Dresden,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,1759
1760,06.09.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,FDP,,,,,,,1760
1761,06.09.2019,Erfurt,2,Rechts,STGB-303,Sachbeschadigung,FDP,,,,,,,1761
1762,07.09.2019,Dresden,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,1762
1763,07.09.2019,Erfurt,2,Nicht zuzuordnen,STGB-240,Notigung,Die Linke,,,,,,,1763
1764,08.09.2019,Halle,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1764
1765,08.09.2019,Halle,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1765
1766,08.09.2019,Leipzig,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,1766
1770,09.09.2019,Gorsbach,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Sonstige,SPD,FDP,CDU,,,,1770
1775,12.09.2019,Hohen Neuendorf,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1775
1776,15.09.2019,Kullstedt,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,1776
1777,16.09.2019,Hamburg,1,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,1777
1781,17.09.2019,Brieselang,0,Rechts,STGB-86A,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Sonstige,,,,,,,1781
1782,17.09.2019,ainna,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1782
1783,18.09.2019,Werneuchen,0,Links,STGB-242,Diebstahl,AfD,,,,,,,1783
1784,18.09.2019,Kremmen,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,1784
1785,19.09.2019,Mainz,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,1785
1786,19.09.2019,Saalfeld,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1786
1787,20.09.2019,Neumark,0,Nicht zuzuordnen,STGB-242,Diebstahl,Grune,,,,,,,1787
1788,20.09.2019,Bad Salzungen,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1788
1789,20.09.2019,Arnstadt,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,SPD,,,,,,1789
1792,20.09.2019,Gotha,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1792
1793,21.09.2019,Lubben,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Sonstige,,,,,,,1793
1794,21.09.2019,Vacha,0,Rechts,STGB-303,Sachbeschadigung,CDU,,,,,,,1794
1795,21.09.2019,Vacha,0,Rechts,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1795
1796,21.09.2019,Sonneberg,0,Links,STGB-303,Sachbeschadigung,AfD,,,,,,,1796
1799,23.09.2019,Rottenbach,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1799
1800,24.09.2019,Weimar,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1800
1801,24.09.2019,Bad Salzungen,1,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1801
1802,25.09.2019,Uder,0,Nicht zuzuordnen,STGB-242,Diebstahl,Grune,,,,,,,1802
1803,26.09.2019,Dingelstadt,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,CDU,,,,,,,1803
1804,26.09.2019,Dingelstadt,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Grune,SPD,CDU,,,,,1804
1807,27.09.2019,Rudolstadt,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,Die Linke,,,,,,,1807
1808,28.09.2019,Gotha,0,Nicht zuzuordnen,STGB-303,Sachbeschadigung,SPD,,,,,,,1808
1810,01.04.2019,Hamburg,0,Links,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1810
1811,01.04.2019,Peine,0,Links,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1811
1812,01.04.2019,Hannover,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1812
1813,03.04.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1813
1814,04.04.2019,Bremen,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,1814
1815,06.04.2019,Altenburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1815
1816,07.04.2019,Sandersdorf,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1816
1817,07.04.2019,Munster,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1817
1818,08.04.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1818
1819,08.04.2019,Heidenheim,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1819
1820,09.04.2019,Berlin,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1820
1821,09.04.2019,Gorlitz,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1821
1822,10.04.2019,Magdeburg,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1822
1823,10.04.2019,Neustadt,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1823
1824,11.04.2019,Dresden,0,Links,Â§ 303 StGB,Sachbeschadigung,CDU,SPD,,,,,,1824
1826,12.04.2019,Rudolstadt,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1826
1827,13.04.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1827
1828,13.04.2019,Berlin,0,Nicht zuzuordnen,Â§ 304 StGB,Gemeinschadliche Sachbeschadigung,SPD,,,,,,,1828
1830,13.04.2019,Augsburg,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1830
1831,13.04.2019,Schwerin,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1831
1832,14.04.2019,Schwabisch Hall,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1832
1833,14.04.2019,Wilhelmshaven,1,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1833
1834,15.04.2019,Bamberg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1834
1835,15.04.2019,Bottrop,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Die Linke,Grune,SPD,,,,,1835
1839,16.04.2019,Finsterwalde,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1839
1840,17.04.2019,Nordhausen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1840
1841,18.04.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1841
1842,20.04.2019,Altenburg,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1842
1843,21.04.2019,Hamburg,0,Links,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,1843
1844,21.04.2019,Hamburg,0,Links,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,1844
1845,21.04.2019,Hamburg,0,Links,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1845
1846,22.04.2019,Nurnberg,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,1846
1847,22.04.2019,Gustrow,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1847
1848,23.04.2019,Bayreuth,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1848
1849,24.04.2019,Grafenhainichen,2,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1849
1850,25.04.2019,Tubingen,1,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1850
1851,25.04.2019,Grevesmuhlen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1851
1852,28.04.2019,Leipzig,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1852
1853,28.04.2019,Wurzen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1853
1854,28.04.2019,Gotha,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1854
1855,29.04.2019,Wolfenbuttel,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Die Linke,,,,,,,1855
1859,29.04.2019,Munster,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1859
1860,29.04.2019,Plauen,0,Links,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,1860
1861,30.04.2019,Hohen Neuendorf,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,1861
1863,30.04.2019,Eckernforde,0,Rechts,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1863
1864,30.04.2019,Gotha,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1864
1865,01.05.2019,Merseburg,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1865
1866,01.05.2019,Munster,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1866
1867,01.05.2019,Gorlitz,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1867
1868,01.05.2019,Borna,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1868
1869,01.05.2019,Chemnitz,0,Links,Â§ 330a StGB,Schwere Gefahrdung durch Freisetzen von Giften,Sonstige Partei,,,,,,,1869
1872,02.05.2019,Berlin,0,Links,Â§ 188 StGB,Uble Nachrede,Die Linke,,,,,,,1872
1873,02.05.2019,Riesa,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1873
1874,05.05.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1874
1875,05.05.2019,Bergisch Gladbach,0,Links,Â§ 242 StGB,Diebstahl,AfD,,,,,,,1875
1877,05.05.2019,Hoyerswerda,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1877
1878,06.05.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1878
1879,07.05.2019,Magdeburg,1,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1879
1880,07.05.2019,Bayreuth,0,Links,Â§ 223 StGB,Korperverletzung,AfD,,,,,,,1880
1881,07.05.2019,Gadebusch,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1881
1882,08.05.2019,Meiningen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1882
1883,12.05.2019,Cottbus,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,FDP,,,,,,,1883
1884,13.05.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1884
1885,13.05.2019,Torgau,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1885
1886,14.05.2019,Bernau,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1886
1887,15.05.2019,Magdeburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1887
1888,15.05.2019,Marburg,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,FDP,,,,,,,1888
1889,15.05.2019,Nordhausen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1889
1890,18.05.2019,Merseburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1890
1891,18.05.2019,Bautzen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1891
1892,19.05.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,1892
1893,20.05.2019,Hamburg,0,Links,Â§ 126 StGB,Androhung von Straftaten,AfD,,,,,,,1893
1895,20.05.2019,Bielefeld,0,Links,Â§ 304 StGB,Gemeinschadliche Sachbeschadigung,FDP,,,,,,,1895
1897,20.05.2019,Erfurt,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1897
1898,21.05.2019,Stralsund,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1898
1899,21.05.2019,Wolgast,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1899
1900,21.05.2019,Gera,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1900
1901,22.05.2019,Berlin,0,Rechts,Â§ 185 StGB,Beleidigung,SPD,,,,,,,1901
1902,22.05.2019,Wurzen,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1902
1903,23.05.2019,Stralsund,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1903
1904,23.05.2019,Nordhausen,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1904
1905,24.05.2019,Magdeburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1905
1906,24.05.2019,Erfurt,0,Links,Â§ 306a StGB,Schwere Brandstifung,Sonstige Partei,,,,,,,1906
1907,26.05.2019,Herford,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,1907
1908,28.05.2019,Plauen,0,Links,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,1908
1909,30.05.2019,Berlin,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1909
1910,30.05.2019,Stralsund,2,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1910
1911,31.05.2019,Magdeburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1911
1912,31.05.2019,Borna,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1912
1913,02.06.2019,Berlin,0,Nicht zuzuordnen,VerstoÃ VersG,Verstoß gegen das Versammlungsgesetz,CDU,,,,,,,1913
1915,02.06.2019,Mittweida,0,Links,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,Sonstige Partei,,,,,,,1915
1919,02.06.2019,Zwickau,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1919
1920,08.06.2019,Jena,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1920
1921,13.06.2019,Magdeburg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1921
1922,14.06.2019,Heilbronn,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1922
1923,14.06.2019,Wolgast,0,Links,Â§ 130 StGB,Volksverhetzung,AfD,,,,,,,1923
1924,17.06.2019,Leipzig,0,Links,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,1924
1925,24.06.2019,Oldenburg,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,1925
1927,29.06.2019,Northeim,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1927
1928,30.06.2019,Allersberg,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1928
1933,01.04.2019,Mannheim,0,Rechts,Â§ 186 StGB,Uble Nachrede,Grune,,,,,,,1933
1934,01.04.2019,Stuhr,0,Links,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1934
1935,01.04.2019,Gorlitz,0,Links,Â§ 187 StGB,Verleumdung,AfD,,,,,,,1935
1936,02.04.2019,Lubeck,0,Rechts,Â§ 126 StGB,Androhung von Straftaten,Die Linke,,,,,,,1936
1938,02.04.2019,Dresden,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1938
1939,03.04.2019,Ritterhude,0,Links,Kunsturheberges,Verstoss gegen das Kunsturhebergesetz,AfD,,,,,,,1939
1941,03.04.2019,Buchholz,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1941
1942,03.04.2019,Wiedemar,1,Nicht zuzuordnen,Â§ 130 StGB,Volksverhetzung,CDU,,,,,,,1942
1943,04.04.2019,Berlin,0,Nicht zuzuordnen,Â§ 185 StGB,Beleidigung,CSU,,,,,,,1943
1944,05.04.2019,Hoppegarten,0,Nicht zuzuordnen,Â§ 242 StGB,Diebstahl,CDU,,,,,,,1944
1945,05.04.2019,Berlin,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,,,,,,,1945
1949,05.04.2019,Ruhpolding,0,Rechts,Â§ 241 StGB,Bedrohung,AfD,,,,,,,1949
1950,06.04.2019,Berlin,0,Rechts,Â§ 111 StGB,offentliche Aufforderung zu Straftaten,Justiz,,,,,,,1950
1953,06.04.2019,Schwerin,0,Links,Â§ 111 StGB,offentliche Aufforderung zu Straftaten,AfD,,,,,,,1953
1956,06.04.2019,Stuhr,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1956
1957,07.04.2019,Wedemark,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1957
1958,07.04.2019,Koln,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1958
1959,07.04.2019,Koln,40,Links,Â§ 123 StGB,Hausfriedensbruch,AfD,,,,,,,1959
1961,07.04.2019,Koln,0,Links,Â§ 223 StGB,Korperverletzung,AfD,,,,,,,1961
1962,07.04.2019,Koln,1,Links,Â§ 123 StGB,Hausfriedensbruch,AfD,,,,,,,1962
1963,07.04.2019,Koln,0,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1963
1964,09.04.2019,Dresden,0,Links,Â§ 223 StGB,Korperverletzung,AfD,,,,,,,1964
1965,09.04.2019,Leipzig,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1965
1966,10.04.2019,Volkmarsen,0,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1966
1967,10.04.2019,Buchholz,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1967
1968,10.04.2019,Tornesch,1,Rechts,Â§ 130 StGB,Volksverhetzung,CDU,,,,,,,1968
1969,12.04.2019,Zeitlarn,1,Nicht zuzuordnen,Â§ 185 StGB,Beleidigung,SPD,,,,,,,1969
1970,12.04.2019,Bochum,0,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1970
1971,13.04.2019,Oranienburg,0,Nicht zuzuordnen,Â§ 242 StGB,Diebstahl,CDU,,,,,,,1971
1972,13.04.2019,Lunen,4,Rechts,Â§ 185 StGB,Beleidigung,SPD,,,,,,,1972
1973,13.04.2019,Koln,0,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1973
1974,13.04.2019,Leipzig,0,Nicht zuzuordnen,Â§ 223 StGB,Korperverletzung,Grune,,,,,,,1974
1975,14.04.2019,Merseburg,1,Rechts,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1975
1976,14.04.2019,Birkenwerder,0,Links,Â§ 303 StGB,Sachbeschadigung,FDP,,,,,,,1976
1977,14.04.2019,Ketzin,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1977
1978,14.04.2019,Schliengen,1,Links,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,,,,,,,1978
1982,16.04.2019,Bernau,0,Links,Â§ 185 StGB,Beleidigung,Sonstige Partei,,,,,,,1982
1983,16.04.2019,Pforzheim,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1983
1984,16.04.2019,Leipzig,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1984
1985,17.04.2019,Gifhorn,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,1985
1986,18.04.2019,Berlin,0,Links,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,1986
1987,18.04.2019,Landsberg,0,Links,Â§ 188 StGB,Uble Nachrede,CSU,,,,,,,1987
1988,18.04.2019,Wedel,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,1988
1989,18.04.2019,Dillingen,1,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,1989
1990,19.04.2019,Wutoschingen,0,Links,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,,,,,,,1990
1991,19.04.2019,Bruchsal,1,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1991
1992,19.04.2019,Lobau,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,CDU,,,,,,,1992
1996,19.04.2019,Hohenstein-Ernstthal,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,1996
1998,20.04.2019,Mannheim,1,Nicht zuzuordnen,Â§ 185 StGB,Beleidigung,Grune,,,,,,,1998
1999,20.04.2019,Stuttgart,0,Links,Â§ 223 StGB,Korperverletzung,AfD,,,,,,,1999
2000,20.04.2019,Lahr,1,Nicht zuzuordnen,Â§ 224 StGB,Gefahrliche Korperverletzung,AfD,,,,,,,2000
2002,20.04.2019,Neumunster,0,Rechts,Â§ 185 StGB,Beleidigung,SPD,,,,,,,2002
2003,20.04.2019,Bischofswerda,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,2003
2004,20.04.2019,Tharandt,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,2004
2005,21.04.2019,Filsum,0,Links,Â§ 242 StGB,Diebstahl,AfD,,,,,,,2005
2006,21.04.2019,Neumark,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,2006
2007,22.04.2019,Hamm,0,Links,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,,,,,,,2007
2011,22.04.2019,Lubeck,0,Rechts,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,SPD,,,,,,,2011
2015,23.04.2019,Sehnde,0,Nicht zuzuordnen,Â§ 242 StGB,Diebstahl,CDU,,,,,,,2015
2016,23.04.2019,Gottingen,0,Links,Â§ 242 StGB,Diebstahl,AfD,,,,,,,2016
2017,23.04.2019,Altenau,1,Rechts,Â§ 238 StGB,Nachstellung,AfD,,,,,,,2017
2018,23.04.2019,Braunschweig,0,Rechts,Â§ 240 StGB,Notigung,Sonstige Partei,,,,,,,2018
2019,23.04.2019,Chemnitz,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,FDP,,,,,,,2019
2020,24.04.2019,Halle,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,2020
2021,24.04.2019,Zehdenick,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,2021
2022,24.04.2019,Chemnitz,0,Rechts,Â§ 241 StGB,Bedrohung,CDU,,,,,,,2022
2023,25.04.2019,Waiblingen,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,Sonstige Partei,,,,,,,2023
2024,25.04.2019,Tubingen,1,Rechts,Â§ 303 StGB,Sachbeschadigung,Die Linke,,,,,,,2024
2025,25.04.2019,Rostock,0,Links,Â§ 111 StGB,offentliche Aufforderung zu Straftaten,AfD,,,,,,,2025
2028,25.04.2019,Munster,0,Links,Â§ 86a StGB,Verwenden von Kennzeichen verfassungsfeindlicher Organisationen,AfD,,,,,,,2028
2032,26.04.2019,Bad Boll,0,Nicht zuzuordnen,Â§ 185 StGB,Beleidigung,Grune,,,,,,,2032
2033,26.04.2019,Radebeul,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,2033
2034,26.04.2019,Dresden,0,Rechts,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,2034
2035,27.04.2019,Berlin,1,Nicht zuzuordnen,Â§ 224 StGB,Gefahrliche Korperverletzung,AfD,,,,,,,2035
2037,27.04.2019,Backnang,8,Links,Â§ 125 StGB,Landfriedensbruch,AfD,,,,,,,2037
2038,27.04.2019,Hausach,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,2038
2039,27.04.2019,Passau,1,Links,Â§ 223 StGB,Korperverletzung,AfD,,,,,,,2039
2040,27.04.2019,Nurnberg,1,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,2040
2041,27.04.2019,Wendelstein,0,Rechts,Â§ 303 StGB,Sachbeschadigung,Grune,,,,,,,2041
2042,27.04.2019,Bremen,2,Links,Â§ 185 StGB,Beleidigung,AfD,,,,,,,2042
2043,27.04.2019,Rostock,0,Links,Â§ 111 StGB,offentliche Aufforderung zu Straftaten,AfD,,,,,,,2043
2046,27.04.2019,Gorlitz,0,Links,Â§ 242 StGB,Diebstahl,AfD,,,,,,,2046
2047,27.04.2019,Chemnitz,0,Rechts,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,2047
2048,27.04.2019,Leipzig,0,Rechts,Â§ 223 StGB,Korperverletzung,Die Linke,,,,,,,2048
2049,27.04.2019,Grimma,1,Links,Â§ 224 StGB,Gefahrliche Korperverletzung,AfD,,,,,,,2049
2051,28.04.2019,Neuenhagen,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,2051
2052,28.04.2019,Karlsruhe,0,Links,Â§ 303 StGB,Sachbeschadigung,AfD,,,,,,,2052
2053,28.04.2019,Sehnde,0,Nicht zuzuordnen,Â§ 303 StGB,Sachbeschadigung,SPD,,,,,,,2053
2054,28.04.2019,Schellhorn,0,Links,Â§ 303 StGB,Sachbeschadigung,CDU,,,,,,,2054
2055,28.04.2019,Zwickau,1,Links,Â§ 186 StGB,Uble Nachrede,Sonstige Partei,,,,,,,2055
2056,29.04.2019,Marbach,0,Nicht zuzuordnen,Â§ 241 StGB,Bedrohung,CDU,,,,,,,2056
